skill,skill_name,invoke_name
B01N7TA8F0,Tide Chart,"Alexa, open Tide Chart"
B072QVL4NN,Tinnitus Facts,"Alexa, open Tinnitus Facts"
B07SNCYGXR,Todd-N-Tyler,"Alexa, open todd and tyler"
B01A9GPHNE,Tough Guy,"Alexa, open Tough Guy"
B06Y3TBYHJ,Train Sounds by Sleep Jar®,"Alexa, open Train Sounds"
B07HH952RV,TransportMe,"Alexa, open transport me"
B07SZ44C12,The Trinidad Express,"Alexa, open Trinidad Express”"
B07JBL3DQH,Trivial Pursuit Family Edition,"Alexa, open Trivial Pursuit Family Edition"
B07MZPXMQ2,trump jokes,"Alexa, open trump jokes and tell me a joke"
B06ZZBDX4T,Trump News,"Alexa, open Trump News"
B074HDZ5HP,Trump Terms,"Alexa, open trump terms"
B01DJQ1UXW,Trump Thoughts,"Alexa, open Trump Thoughts."
B07GSYW3S7,Text To Voice,"Alexa, open TTV"
B0B2BQKQ33,TuneIn Download,"Alexa, Open TuneIn download"
B075SMLSDS,TuneIn Live,"Alexa, open TuneIn Live"
B01LFJO3M0,Twitter Reader,"Alexa, open Twitter"
B07Y2K3PLT,Uforia,"Alexa, open Uforia”"
B0711DQZZS,Sleep Sounds: Underwater Sounds,"Alexa, open Underwater Sounds"
B078T29ZMY,Stargate- Unscheduled offworld activation!,"Alexa, open unscheduled offworld activation”"
B07RQQZ34J,Urgent.ly,"Alexa, Open Urgently."
B01N13K4CH,My Fact Skill,"Alexa, Open Uterus Nerd"
B075QW214M,Sleep Sounds: Vacuum Sounds,"Alexa, open Vacuum Sounds"
B077QNTJ4Z,Vintage Radio,"Alexa, Open Vintage radio"
B0763K7NKF,Voice Pad (Dictation),"Alexa, open Voice Pad"
B07L5Y236N,Volley FM,"Alexa, open Volley FM"
B075M1Q7BT,Vroom,"Alexa, open Vroom."
B07MG98QLK,Vyncs,"Alexa, open Vyncs."
B075SMH8TJ,WBAP,"Alexa, open w. b. a. p."
B075SKWMZH,WLS-AM 890,"Alexa, open w. l. s."
B078JR9JQW,106.7 WTLC,"Alexa, open w. t. l. c."
B07KZZYDBN,WTMJ,"Alexa, open W. T. M. J."
B07J42ZDJW,Walmart Stories,"Alexa, open Walmart Stories"
B07JN65KJC,Star Trek Warp Core: Relaxing in the Engine Room,"Alexa, open Warp Core”"
B075W6WW4K,Washing Machine Sounds by Sleep Jar®,"Alexa, open Washing Machine Sounds"
B01N2IDHFF,The Washington Post,"Alexa, open Washington Post"
B07CMTYCV6,Ambient Visions: Waterfall,"Alexa, open Waterfall"
B075TV17Y7,Waterfall Sounds by Sleep Jar®,"Alexa, open Waterfall Sounds"
B0722QPWBB,Sleep Sounds: Waterfall Sounds,"Alexa, open Waterfall Sounds"
B078XMCVLW,Weather Girl,"Alexa, open weather girl”"
B01MRM361G,WebMD,"Alexa, open WebMD"
B079HBYTLS,Westwood One Sports,"Alexa, open westwood one sports"
B077JK2CBL,What should I draw?,"Alexa, open what should i draw"
B0716L83J6,Sleep Sounds: White Noise,"Alexa, open White Noise"
B075977QQY,White Noise by Sleep Jar®,"Alexa, open White Noise"
B07NRYKS9P,Empowered Identity,"Alexa, open Who am I"
B0867S7HRT,Whose Turn,"Alexa, open whose turn"
B071HDNM4S,Sleep Sounds: Wind Chimes,"Alexa, open Wind Chimes"
B0756V9CYL,Wind Sounds by Sleep Jar®,"Alexa, open Wind Sounds"
B08DHQNC1X,Sleep Sounds: Windy Rain,"Alexa, open windy rain"
B07CLH4WF3,Wine Finder,"Alexa, open wine finder"
B075WQX8RN,Sleep Sounds: Wolf Sounds,"Alexa, open Wolf Sounds"
B075WP9YST,Sleep Sounds: Womb Sounds,"Alexa, open Womb Sounds"
B07MZP87D9,wopet feeder,"Alexa, open wopet feeder"
B075LX4S69,WXPN,"Alexa, open WXPN."
B07L9X15C7,Yahoo Finance Daily,"Alexa, open Yahoo Finance Daily"
B01NAYVP32,Yiddish Dictionary,"Alexa, open Yiddish Dictionary"
B01N0DD920,Yo Mama Jokes,"Alexa, open yo mama jokes"
B07CRFFLZ7,Yo Mama Jokes,"Alexa, open yo mama jokes and give me a fat mama joke"
B0736DG4JM,Yoga Studio,"Alexa, open Yoga Studio and start for 30 minutes"
B07LDPWGB1,YouVersion Kids Bible,"Alexa, open YouVersion Kids Bible"
B01MS4ODCJ,TP-Link Router,"Alexa, pause the PlayStation Wi-Fi for 20 minutes"
B07F8KDJ5Q,94.9 HOM,"Alexa, play 94.9 HOM”"
B06XYTWTX9,Alexa Prize,"Alexa, play arena game"
B082PK2JY3,Aum Mantra,"Alexa, play aum mantra”"
B07KRR5RB5,Pinkfong Baby Shark,"Alexa, play Baby Shark"
B07771VD55,BBN Radio,"Alexa, play BBN Radio"
B078T1XYDT,Be Creepy,"Alexa, play Be Creepy"
B07KK5VKD2,TIDAL,"Alexa, Play Beyoncé on TIDAL"
B07QQ26512,Big Fart,"Alexa, play big fart."
B0751LPMB2,Boston Public Radio,"Alexa, play Boston Public Radio."
B0759MWP39,Star Trek - Bridge Sounds,"Alexa, play Bridge Sounds"
B082CX1Q4G,Relaxing Sleep Sounds: Brown Noise,"Alexa, play brown noise"
B07BM8WL41,CBS News: Live Breaking News,"Alexa, play C. B. S. News"
B07SNP2BJM,Calm My Pet,"Alexa, play calm my pet"
B07KKFLWYW,Campfire Sounds,"Alexa, play Campfire Sounds"
B076Z84PYL,Catfish 100.1,"Alexa, play Catfish”"
B07MC6TDHY,Chaos 911,"Alexa, play Chaos nine one one"
B07FF2QGXW,Charles Stanley Radio,"Alexa, play Charles Stanley Radio"
B076V3LNBY,Christian Music,"Alexa, play Christian Music"
B077LFL8R4,Church Hymns,"Alexa, play Church Hymns"
B01LM4SYHI,Classical Study Music,"Alexa, play Classical Study Music"
B082BGZG15,Apple Podcasts,"Alexa, play Conan O’Brien Needs A Friend on Apple Podcasts"
B074Q3RWYF,Country Legends 97.1 Radio Station,"Alexa, play country legends."
B074JJTX9H,Faith Talk Tampa,"Alexa, play Faith Talk Tampa"
B09TB7XPCP,GenX FM,"Alexa, play GenX FM!”"
B079WMSDRM,"Goodnight, Sleep Tight","Alexa, play Goodnight, Sleep Tight"
B075ZLWLJP,97.9 WGRD,"Alexa, play GRD”"
B075WG4H1K,Relaxing Sounds: Gregorian Chants,"Alexa, Play Gregorian Chants"
B01N8TOMI9,Hardcore History,"Alexa, play Hardcore History"
B07BFD9HH4,Hit Music 80s,"Alexa, play hit music eighties radio"
B06X9NK3KD,SiriusXM,"Alexa, play Howard 100 on SiriusXM"
B078BN7456,Libratone,"Alexa, play in the living room"
B08NDD6TWZ,Sound Stream,"Alexa, play Jazz from Sound Stream"
B074RDNRTY,JioSaavn,"Alexa, play JioSaavn"
B0763DW731,"News/Talk 95.1 & 790, KFYO","Alexa, play K F Y O”"
B076B9B37J,KCRW,"Alexa, play KCRW."
B075NQCDGB,NewsTalk 96.5 KPEL,"Alexa, play KPEL”"
B073VS4MPG,KQZR The Reel - Classic Rock,"Alexa, play KQZR The Reel"
B08LVTF4TD,Meditation Music,"Alexa, play meditation music"
B0775FDC2N,Today’s Best Mix - Mix 92-5,"Alexa, play Mix 92.5”"
B07LCQ5JT7,Apple Music,"Alexa, play music by Bebe Rexha on Apple Music"
B08C6SH2BY,Multi-Room Music,"Alexa, play music everywhere."
B072ML3N6K,Sonos,"Alexa, play music for meditation in the bedroom"
B07KGHRRZY,iHeartRadio Family,"Alexa, play music from iHeartRadio Family"
B075WFZTFP,Relaxing Sounds: Music Of Peace,"Alexa, Play Music of Peace"
B08NSXFB4H,Napster,"Alexa, play music on Napster"
B07GVVC32B,Vevo,"Alexa, play music videos"
B01N7OFW82,Musical Chairs,"Alexa, play Musical Chairs"
B078QCS17S,Today Daily Devotional,"Alexa, play my devotional."
B07NSYYVY1,Daily Almanac Flash Briefing,"Alexa, play my Flash Briefing"
B07QVQB8RR,FOX 35 Orlando,"Alexa, play my Flash Briefing"
B06XDTL3JT,Fox Business,"Alexa, play my Flash Briefing"
B0787NR4Z8,Examining the Scriptures Daily,"Alexa, play my Flash Briefing"
B071JYYR8J,JW.ORG What's New,"Alexa, play my Flash Briefing"
B01M7XW5MX,Minute Meditation,"Alexa, play my Flash Briefing"
B08MZ59W3T,Shema,"Alexa, play my Flash Briefing"
B09YHNRGDV,Gemini Daily Horoscope,"Alexa, play my Flash Briefing"
B01LZ5KS39,WXYZ 7 Action News in Detroit,"Alexa, play my Flash Briefing"
B01N0ZM2JB,WSAZ News,"Alexa, play my Flash Briefing"
B01JHK4I0G,CNN Flash Briefing,"Alexa, play my Flash Briefing"
B01JHLMNWU,The World in Brief from The Economist,"Alexa, play my Flash Briefing"
B01N7QXKDJ,WKYT News,"Alexa, play my Flash Briefing"
B06ZYHYMQX,FOX 5 Atlanta,"Alexa, play my Flash Briefing"
B01MSAK40L,"Top Stories from WESH News in Orlando, Florida","Alexa, play my Flash Briefing"
B074HJ188X,Live 5 News,"Alexa, play my Flash Briefing"
B075KGS5VZ,FOX5 Vegas,"Alexa, play my Flash Briefing"
B075V98T3T,FOX10 News,"Alexa, play my Flash Briefing"
B072JZHYJM,Reuters Audio News Briefing (US),"Alexa, play my Flash Briefing"
B07481FHMF,Hawaii News Now,"Alexa, play my Flash Briefing"
B0748235PB,NewsChannel 10,"Alexa, play my Flash Briefing"
B0742J1FNW,Richmond Times-Dispatch,"Alexa, play my Flash Briefing"
B01MQNEGAS,Arizona Daily Star,"Alexa, play my Flash Briefing"
B01KYOAT7A,CNET News,"Alexa, play my Flash Briefing"
B076KR9YM3,FOX 13 Tampa Bay,"Alexa, play my Flash Briefing"
B075RHZ2H2,CBS46 News Atlanta,"Alexa, play my Flash Briefing"
B075FC756G,KCTV5 Kansas City News,"Alexa, play my Flash Briefing"
B07B65S7B1,WBNG Daily News Headlines,"Alexa, play my Flash Briefing"
B01MU9EJUH,KCRG News,"Alexa, play my Flash Briefing"
B076JH4H55,Toronto Star,"Alexa, play my Flash Briefing"
B01N9QDSI2,TV6 & FOX UP - WLUC News,"Alexa, play my Flash Briefing"
B0733ML2C5,10TV News,"Alexa, play my Flash Briefing"
B075Z5WM4B,Global News Calgary,"Alexa, play my Flash Briefing"
B01N1MTU0I,Reuters Audio News Briefing (US),"Alexa, play my Flash Briefing"
B074HFNRRS,WIS News 10,"Alexa, play my Flash Briefing"
B074XFTCMJ,FOX 12 Oregon,"Alexa, play my Flash Briefing"
B077KHL9GJ,980CFPL,"Alexa, play my Flash Briefing"
B06XNNBRC5,What’s New With WIRED,"Alexa, play my Flash Briefing"
B01LZHB7UV,KNXV ABC15 Arizona in Phoenix,"Alexa, play my Flash Briefing"
B08PBN58V9,IEEE Spectrum (unofficial),"Alexa, play my Flash Briefing"
B075V81QZC,WFSB-TV Channel 3,"Alexa, play my Flash Briefing"
B08B8TWVC2,Marketplace Minute,"Alexa, play my Flash Briefing"
B0899J1KZZ,The Portugal News,"Alexa, play my Flash Briefing"
B074P73JKL,KOLD NEWS 13,"Alexa, play my Flash Briefing"
B075V95G1Y,Western Mass News,"Alexa, play my Flash Briefing"
B07CJ64LDD,WSVN,"Alexa, play my Flash Briefing"
B075V8Z85M,KMOV News 4,"Alexa, play my Flash Briefing"
B075H1KJT5,Global News Science,"Alexa, play my Flash Briefing"
B08M641WNX,A Shot of Confidence,"Alexa, play my Flash Briefing"
B0733M6H17,10TV Weather,"Alexa, play my Flash Briefing"
B08C6TZ1R9,News Flash Briefing,"Alexa, play my Flash Briefing."
B077K659KM,Deezer,"Alexa, play my Flow on Deezer"
B07NBNJMSL,K99,"Alexa, play New Country Ninety Nine One”"
B076HVLB2S,New Jersey 101.5,"Alexa, play New Jersey 101 5”"
B07D3YSBFX,Newstalk,"Alexa, play News talk"
B0767QT2S7,NewsTalk 96.3 FM and 1290 AM,"Alexa, play NewsTalk 1290”"
B084GP9QZW,KQMS,"Alexa, play newstalk KQMS”"
B074Q3CRYM,97.1 The River Radio Station,"Alexa, play ninety seven one the river."
B0788Z3W4H,NPR,"Alexa, play NPR"
B081YKLB2J,Relaxing Sleep Sounds: Ocean Sounds,"Alexa, play Ocean Sounds"
B074Q3H96R,105.5 The Dove Radio Station,"Alexa, play one oh five point five the dove."
B082X11TMF,LiveOne,"Alexa, play pop on Slacker"
B081YRB8KR,Relaxing Sleep Sounds: Rain Sounds,"Alexa, play Rain Sounds"
B0763JWD38,Relaxing Sounds: Relaxing Jazz,"Alexa, Play Relaxing Jazz"
B07KKCDQB9,710 KURV,"Alexa, play seven ten k. u. r. v."
B07MV5QJHZ,Calm Radio,"Alexa, play solo piano and guitar on Calm Radio”"
B07978G5WP,Bose,"Alexa, play some jazz in the kitchen."
B075WG2K56,Relaxing Sounds: Spa Music,"Alexa, Play Spa Music"
B07FK56GVY,Spotify,"Alexa, Play Spotify"
B07L5KNPKS,Dash Radio,"Alexa, play station Dash X on Dash Radio"
B08JLST6K8,Suspense Radio USA,"Alexa, play Suspense Radio USA"
B07JBQZCRB,Pandora,"Alexa, play Sway’s Interviews Podcast on Pandora"
B07WTSYG3G,That 70s Channel,"Alexa, play That Seventies Channel"
B074JJ4GTS,The Answer Dallas,"Alexa, play The Answer Dallas"
B0756X5XJ2,HEOS Home Entertainment,"Alexa, play The Beatles on Kitchen"
B08L5GBYFJ,Audible,"Alexa, play The Butterfly Effect podcast on Audible"
B01N8TMZAK,The Dave Ramsey Show,"Alexa, play The Dave Ramsey Show"
B0779D13TG,103.7 The Hawk,"Alexa, play The Hawk”"
B081K9D9JB,Tubi,"Alexa, play The Masked Singer"
B075FHGYNL,The Mike Gallagher Show,"Alexa, play The Mike Gallagher Show"
B089CJT8J4,The Moose Bozeman,"Alexa, play The Moose Bozeman”"
B08C6MCV4M,News Channels,"Alexa, play the news."
B07HMK2723,The Song That Never Ends,"Alexa, play the song that never ends”"
B01MRHUNYY,The Tim Ferriss Show,"Alexa, play The Tim Ferriss Show"
B074JG51HS,The Word Pittsburgh,"Alexa, play The Word Pittsburgh"
B081YLXH3W,Relaxing Sleep Sounds: Thunderstorm Sounds,"Alexa, play thunderstorm Sounds"
B07F7VTKXR,Audacy,"Alexa, play W-F-A-N"
B08C6CFPND,WDBO Radio Station,"Alexa, play w. d. b. o.”"
B074JGT86V,W.F.I.L.,"Alexa, play w. f. i. l."
B074Q3CT5C,95.5 WSB Radio Station,"Alexa, play w. s. b.”"
B07K6Q6HNF,Waterfall Sounds,"Alexa, play Waterfall Sounds"
B07KXV9GK8,107.7 WGNA - Albany's #1 For New Country,"Alexa, play WGNA”"
B06XRQF379,Relaxing Sounds: White Noise,"Alexa, Play White Noise"
B075ZMWH19,Lansing’s Big Talker 1240 WJIM,"Alexa, play WJIM”"
B07BNVFZZR,YourClassical,"Alexa, play YourClassical"
B074YJRMYG,Yucky Sounds,"Alexa, Play Yucky Sound"
B0842B8V2Z,iHeartRadio,"Alexa, play z. one hundred"
B0753LVMSP,Zoomer Radio,"Alexa, play Zoomer Radio"
B07NP51B9T,Noticias Telemundo,"Alexa, pon el Flash Briefing"
B07NNXYZSM,El Universal,"Alexa, pon el Flash Briefing"
B07RP4F2CL,Últimas noticias de CNN en Español,"Alexa, pon el Flash Briefing"
B08C3685NC,Noticias RPC Radio,"Alexa, pon el Flash Briefing"
B08FXQKV3M,Noticias Costa Rica,"Alexa, pon el Flash Briefing"
B0853CZL48,RC Noticias con Roberto Cavada,"Alexa, pon el Flash Briefing"
B08F21STKZ,Glosas de Flor Mizrachi,"Alexa, pon el Flash Briefing"
B07RM6RYNR,El clima,"Alexa, pon el Flash Briefing"
B08S2VW8BC,Noticias de América TV,"Alexa, pon el Resumen de noticias"
B085CMLTSY,Diario Libre,"Alexa, pon el Resumen de noticias"
B08S25GXQ4,Noticias T13,"Alexa, pon el Resumen de noticias"
B07NSSS7QQ,SmartHVAC,"Alexa, Power on the Bedroom."
B077LYZ4JJ,Pull My Finger,"Alexa, Pull My Finger"
B079G11NGS,Purring Cat,"Alexa, purring cat."
B07531KRQ1,Star Trek - Red Alert!,"Alexa, Red Alert"
B07FVH45WS,Away Mode,"Alexa, run Away Mode.”"
B0754T8893,Joke - Surprise Scream Prank!,"Alexa, scream prank"
B07H2M19KQ,Send Me a Sample,"Alexa, Send Me a Sample"
B01JP8EOCW,Resideo (formerly Honeywell Home),"Alexa, set Downstairs temperature to 72."
B01HCB4Y5Q,Honeywell Home Total Connect Comfort,"Alexa, set Downstairs temperature to 72."
B01F6D3ZHU,Big Ass Fans,"Alexa, set Family Room fan to 20%"
B08PC16TL8,Carrier Infinity® Touch Control 2020,"Alexa, set Home to 70 degrees"
B079X3JL45,EcoNet,"Alexa, set home to heat"
B077GCRH7M,Automate Shades,"Alexa, set Living Room Shade to 22 percent"
B07B9JGWT5,Hx™ Thermostat,"Alexa, set living room to 72 degrees"
B08HFWDKTM,Greenlite,"Alexa, set Living Room to 73 degrees."
B01M4IB27W,Geeni,"Alexa, set living room to green"
B01IFDQLLA,Carrier Côr Thermostat Control,"Alexa, set My Home to 72 degrees"
B01IFDQ97Q,Bryant Housewise Thermostat Control,"Alexa, set My Home to 72 degrees"
B07RDB7KQN,Daikin One Smart Thermostat,"Alexa, set my Kitchen temperature to 75 degrees."
B06XMQDD6H,SmartHQ,"Alexa, set the air conditioner to 72 degrees"
B07NS2NXNZ,ukoke smart,"Alexa, set the Air-Condition temperature to 25 degrees."
B07X1B2RVF,The Shade Store V2,"Alexa, set the Bedroom shade to 50%"
B01EIQ3P08,ecobee,"Alexa, set the bedroom to 72 degrees"
B01E7FZA5S,Alarm.com Smart Home,"Alexa, set the bedroom to 72 degrees."
B07VGB4TWP,Google Nest,"Alexa, set the dining room to 68."
B098XF1CL8,Mila,"Alexa, set the fan speed to Minimum on the Bedroom Mila"
B01EIQVFFA,Lutron,"Alexa, set the living room lights to 80 percent"
B07DQNK5P2,Toucan,"Alexa, set the living room to blue"
B07HR94QZT,Zen Thermostat – WiFi Edition,"Alexa, set the thermostat temperature to 74 degrees"
B01LWK38QD,Hive,"Alexa, set the thermostat to 68 degrees"
B07D3DGRWW,GLAS,"Alexa, set the Thermostat to 72 degrees"
B071VZWGXL,Lennox iComfort S30 and E30,"Alexa, set Thermostat temperature to 72"
B078KLZL1R,FB Smart Home,"Alexa, set Thermostat to 22 degrees"
B07L9W8RTZ,TCL Assistant,"Alexa, set volume to 20 on Bedroom TV"
B07C7WTDY8,Mi Home,"Alexa, show camera."
B09TDJ7DTP,OKAM,"Alexa, show camera”"
B079GDR9P9,VIZIO SmartCast,"Alexa, show comedy movies on Smartcast"
B06X41Y9JP,zmodo,"Alexa, show front door camera."
B085NJWD1P,zosi smart,"Alexa, show me bedroom camera"
B07H9QJMJ1,Dophigo,"Alexa, show me front door"
B07V3MLQ87,Nanit Show,"Alexa, show me Sara”"
B071XHC4VX,EZVIZ,"Alexa, show me the baby room"
B09DS3XV4C,VicoHome,"Alexa, show me the camera"
B07B6BSPY4,Blink SmartHome,"Alexa, show me the driveway camera."
B083VZL26B,Ubox,"Alexa, show me the front door"
B07MJKLFYL,EufySecurity,"Alexa, show me the front door."
B074MR489M,YI Home Camera,"Alexa, show me the room camera"
B08C6GXLKG,Show my Facebook Photos,"Alexa, show my Facebook photos"
B07F5LRPGX,Remo+ Show,"Alexa, show my front door camera"
B07NQDZS5D,Wansview,"Alexa, show my front door."
B075YRHSWS,Netvue Live Video,"Alexa, show my living room"
B08KRFT6DD,Amazon Photos,"Alexa, show my photos"
B07FSMB8JJ,mipc,"Alexa, show office."
B01M0VSEAZ,Arlo,"Alexa, show the backyard"
B089YQ47FY,Cloudedge,"Alexa, show the camera"
B0B2S77ZFD,ANRAN,"Alexa, show the camera"
B0963M9LRR,EseeCloud,"Alexa, show the camera"
B07X84VQTB,Netsee Camera,"Alexa, show the door camera"
B07WWX6P3Z,Jawa camera,"Alexa, show the door camera"
B07FDLLQ93,Tosee Plus,"Alexa, show the doorbell”"
B07CG9Y7X2,Panasonic HomeHawk,"Alexa, show the entrance camera"
B07ZPXDLJT,Amcrest Smart Home,"Alexa, show the front door"
B07FKZD276,Wyze,"Alexa, Show the front door camera"
B07P462R7T,Reolink Smart Home,"Alexa, show the front door camera."
B07QQRK352,Swann Security,"Alexa, show the front door."
B079MHG2SH,Canary,"Alexa, show the front door."
B079P7DZ4D,Monocle RTSP/RTP IP Cameras,"Alexa, show the nursery."
B09N4461LQ,OSAIO,"Alexa, show the office camera"
B07PRSFKFC,Lorex Home,"Alexa, show the Office camera"
B0821GPX6T,Nooie,"Alexa, show the office camera"
B08L3FDRK9,TECKIN CAM,"Alexa, show the office camera"
B07Q64SJGX,YI Iot Camera,"Alexa, show the room camera"
B08T63JG3B,Kami Doorbell,"Alexa, show the room doorbell"
B0791BFH6X,Shush my baby,"Alexa, shush my baby"
B018WUNBE6,7-Minute Workout,"Alexa, start 7 Minute Workout."
B01MSUOLTA,Allstate,"Alexa, Start Allstate"
B078XMKZBV,Bedtime stories,"Alexa, start bedtime stories”"
B01EUH7XIK,Bernie Geek,"Alexa, start bernie geek"
B079WLZ9RP,The Best Fireplace Sounds,"Alexa, start best fireplace sounds"
B079MFXX44,The Best Rain Sounds,"Alexa, start best rain sounds"
B079RBQJQ7,The Best Thunderstorm Sounds,"Alexa, start best thunderstorm sounds"
B01KESY6FW,Bible Quiz,"Alexa, start bible quiz"
B07JFMXF7V,Bible Verse of the Day,"Alexa, start Bible verse"
B079Z232PZ,Brain Workout,"Alexa, start Brain Workout"
B082MPFNXP,Breath | Prana Breathing Exercises,"Alexa, start breathing exercises”"
B074ZKWHNQ,CKNW,"Alexa, start c. k. n. w."
B07GZ11RGR,Canon Inkjet Printer,"Alexa, start Canon printer and print one coloring page for a child."
B07D433YQ2,Cat Translator,"Alexa, start cat translator and tell my cat lets play"
B073YG6GV8,CenturyLink,"Alexa, start CenturyLink.”"
B07B2VP8GM,Chillout Music,"Alexa, start Chillout Music"
B079WCGTKX,Chompers,"Alexa, start Chompers from Gimlet”"
B078GNK56Z,Coffee shop,"Alexa, start coffee shop"
B098F7RSMF,Cool Koala - Bedtime Meditations for Kids,"Alexa, start Cool Koala”"
B0728J3G89,Counting sheep,"Alexa, start Counting Sheep"
B078W287SN,Creation Station for Kids,"Alexa, start creation station"
B07B7CR6RL,Brahma Kumaris Murli,"Alexa, start daily murli"
B07C8FSTFP,Endel,"Alexa, start Endel"
B078T1ZV8K,Epoch Time,"Alexa, start epoch time"
B07B48XSSX,"Fit Pro - Yoga / Workout Timer, Charts, Sessions","Alexa, start fit pro"
B078WWH1TY,Ambient Visions: Flight Simulator,"Alexa, start flight simulator"
B078SKNBS5,Geography Genius,"Alexa, start Geography Genius"
B07Z4RBYWZ,Happy Halloween,"Alexa, start Happy Halloween"
B01N6L7MVZ,Hawaii Facts,"Alexa, start hawaii fact"
B0763JBV5B,Relaxing Sounds: Hawaiian Music,"Alexa, Start Hawaiian Music"
B07ZJRW9DM,An Italian Word,"Alexa, start italian word”"
B073N7NVB9,July Fireworks,"Alexa, start july fireworks"
B078438MGR,Lava floor,"Alexa, start lava floor”"
B01J79ZD1K,Meal Ideas,"Alexa, start meal ideas."
B076HC5CC8,Alexa for Zoom Rooms,"Alexa, start meeting"
B077MN8J8N,RingCentral Meeting,"Alexa, start meeting"
B073FRWNZL,My ABC,"Alexa, start my a. b. c."
B07M59FGL9,Home Connect Coffee Machine,"Alexa, start My Coffee Machine."
B074XGLD4V,INFINITI,"Alexa, start my Q50"
B01KWW0XEI,Naughty Dice,"Alexa, start Naughty Dice"
B07CQF46CF,Neck Relax,"Alexa, start neck relax.”"
B0855LZQQ2,newsmax,"Alexa, start newsmax."
B07YPY7Q8K,Old Time Radio v2,"Alexa, start Old Time Radio"
B07M83YTFY,pet-u feeder,"Alexa, start pet u. feeder"
B01L18OU78,Reagan Quotes,"Alexa, start Reagan quotes"
B074H2T487,Scary Sounds,"Alexa, start scary sounds"
B06XG5XDH7,Sero,"Alexa, start Sero."
B07LB2XJPT,Simple Translator,"Alexa, start Simple Translator.”"
B06XZRTW78,Sing song,"Alexa, start sing song"
B073X5CZLD,The SpongeBob Challenge,"Alexa, start SpongeBob Challenge"
B076GZ4CR3,Spooky Halloween Sounds,"Alexa, start Spooky Halloween Sounds"
B0745BNFRL,Stop watch Deluxe,"Alexa, start Stop watch."
B074XF7F68,Stopwatch,"Alexa, start stopwatch"
B07HFZ35JT,Text Reminders,"Alexa, start text reminders"
B01N388881,The Optimistic Pineapple,"Alexa, start the optimistic pineapple"
B07NPMS7VP,Voice of America (VOA) Somali,"Alexa, start V. O. A. Somali."
B088H588PM,verso surgery,"Alexa, start verso surgery."
B076HHCYZ9,Virtual Obama,"Alexa, start Virtual Obama"
B07SNBSYKR,Vocabulary Trainer,"Alexa, start vocabulary trainer”"
B01MUGOGXL,Voice Metrics,"Alexa, Start Voice Metrics"
B01N9PZ41N,Weight Loss Wizard,"Alexa, start Weight Loss Wizard"
B084WWRS98,Yale Home,"Alexa, start Yale Home."
B08JV9RT7H,Virtual Smart Home,"Alexa, switch off my virtual device"
B01E2DTXVC,Artie,"Alexa, talk to Artie"
B01MSK0GFN,Glad Leftovers,"Alexa, talk to Glad Leftovers"
B0775S213C,Momma Llama,"Alexa, talk to Momma Llama"
B06XYY88NB,Teach Me,"Alexa, Teach Me"
B07B6DD7P7,Affirmation Pod,"Alexa, tell Affirmation Pod to play the newest episode"
B01DOP9H2O,Alarm.com,"Alexa, tell Alarm Dot Com to turn on the lights"
B07ZH9SX1K,Slomins,"Alexa, tell alarm oh to arm away"
B0732QYX3M,Baby Tracker,"Alexa, tell BabyTracker my due date is August 24th."
B01AKXKPME,Bean Jar - family rewards system,"Alexa, tell Bean Jar to add ten points to Gryffindor"
B07B6CDFT7,Best of the Left Podcast,"Alexa, tell Best of the Left to play the newest episode"
B01M9H2JCK,Hyundai Blue Link,"Alexa, tell Blue Link to start my Sonata and set the temperature to 72 degrees."
B07BJH5Z1B,Budget Bot,"Alexa, tell Budget Bot that I bought textbooks for fifty dollars."
B07857VKNH,Caavo,"Alexa, tell Caavo to watch CNN"
B073W28QGF,Calorie Tracker,"Alexa, tell Calorie Tracker to add 150 calories"
B019YP4I9U,Capital Quiz,"Alexa, tell Capital Quiz to start practicing"
B073DCRSWD,ChalkTalk,"Alexa, tell chalk talk to send a message"
B01KKTMCHY,Coin Flip,"Alexa, tell coin flip to flip a coin"
B07D7JFV63,Congressional Dish,"Alexa, tell Congressional Dish to play the newest episode"
B08T9TMPSN,Rinnai control•r 2.0,"Alexa, Tell control r I need hot water"
B01NAXS3ZB,CPI Security inTouch,"Alexa, tell CPI to turn on the lights"
B01D8C095W,Therapist,"Alexa, tell Eliza that I am sad"
B01F9467IK,Track by Nutritionix,"Alexa, tell food tracker to log a glass of milk"
B01N0W6HIE,Frontpoint,"Alexa, tell Front Point to turn on the lights"
B07L1S1S2V,Furbo Dog Camera,"Alexa, tell Furbo to toss a treat"
B079NT63F3,Game Score,"Alexa, tell Game Score to give Susan 3 points."
B017OBI3AQ,Garageio,"Alexa, Tell Garageio to close my door"
B01JXP09PI,Genesis,"Alexa, tell Genesis to start my Genesis 90 and set the temperature to 72 degrees."
B06XRCVST2,Guardian Protection Services,"Alexa, tell Guardian to turn on the lights"
B088GVDHNZ,Hatch,"Alexa, tell Hatch to turn on my Rest Plus."
B07XTNQ8PC,"Food, Weight, and Water Health Tracker for Fitbit","Alexa, tell health tracker I ate a bowl of cheerios, two slices of bacon, and a glass of orange juice for breakfast"
B06Y1B82Y3,JennAir Connected Ovens,"Alexa, tell JennAir to preheat the oven."
B09NLZDW7S,Kia,"Alexa, tell Kia to start my car and set climate control to seventy degrees"
B07L9Y229C,morgan freeman facts,"Alexa, tell morgan freeman facts I want a fact."
